candidate_id,source_batch_id,min_current_width_atr,untouched_lookback,market_data_hash,realised_trade_count,r_eligible_trade_count,win_rate,profit_factor,cumulative_gross_r,cumulative_net_r,return_pct,max_drawdown_pct,long_trades,long_win_rate,long_cumulative_gross_r,long_cumulative_net_r,short_trades,short_win_rate,short_cumulative_gross_r,short_cumulative_net_r,run_id,instance_id
w09-lb125,lab_width_x_untouched_2d_v1,9,125,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,335,335,0.5492537313432835820895522388,1.133633591902266309828087149,33,33,0.1125068662822802228354190816,-0.0731564539640589629207580725,205,0.5853658536585365853658536585,35,35,130,0.4923076923076923076923076923,-2,-2,run_a4c6c6f355d14ffcac8df1492588d552,ema_pullback:2dbc8faccfc857b78a9c5296
w09-lb130,lab_width_x_untouched_2d_v1,9,130,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,329,329,0.5531914893617021276595744681,1.140616206301923776085007486,35,35,0.116625232535468372234489017,-0.0737633307423672613006972391,204,0.5882352941176470588235294118,36,36,125,0.496,-1,-1,run_055499f2b3454af49523fc29c1a87dbf,ema_pullback:f4b4720d210c74f78668d305
w09-lb135,lab_width_x_untouched_2d_v1,9,135,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,325,325,0.5538461538461538461538461538,1.142619616279592127682671792,35,35,0.1172402694458710833645490108,-0.0737633307423672613006972391,201,0.5870646766169154228855721393,35,35,124,0.5,0,0,run_e28dc245daec4d1c845955a5041e03c5,ema_pullback:2b28f231e622c9ea70018b6f
w09-lb140,lab_width_x_untouched_2d_v1,9,140,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,315,315,0.5492063492063492063492063492,1.115137327271444115687416479,31,31,0.09254742991690189215840149096,-0.0737633307423672613006972402,194,0.5824742268041237113402061856,32,32,121,0.4958677685950413223140495868,-1,-1,run_cb51c3658433454085800e65f69e41c5,ema_pullback:4905666f295bab37424ecb50
w10-lb060,lab_width_x_untouched_2d_v1,10,60,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,302,302,0.5596026490066225165562913907,1.151397871009444091790426048,36,36,0.1027104841112191533906909416,-0.0677810448311678610190280558,198,0.5858585858585858585858585859,34,34,104,0.5096153846153846153846153846,2,2,run_15d382d51d654e6d834ef38f6438a488,ema_pullback:c52d8ea1713b6a17f5ba9e8d
w10-lb065,lab_width_x_untouched_2d_v1,10,65,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,296,296,0.5506756756756756756756756757,1.122138846692809930974124821,30,30,0.08195773766354697001041184601,-0.0748523657886527006456869964,195,0.5794871794871794871794871795,31,31,101,0.4950495049504950495049504950,-1,-1,run_ca2b0912a4bc42e295db411a0f65a3c5,ema_pullback:e33c955e44ae23539e464c0b
w10-lb070,lab_width_x_untouched_2d_v1,10,70,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,293,293,0.5529010238907849829351535836,1.138484964329557153605333000,31,31,0.09201419053098576360515931406,-0.0723831935581890812007197690,192,0.5833333333333333333333333333,32,32,101,0.4950495049504950495049504950,-1,-1,run_435aba82181443d49058f651828fe14f,ema_pullback:cdf335da0a9fbbe8c51c96d2
w10-lb075,lab_width_x_untouched_2d_v1,10,75,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,285,285,0.5543859649122807017543859649,1.122098812427403761972714490,31,31,0.07868803438131285588449801917,-0.0709952657054608057899679010,184,0.5869565217391304347826086957,32,32,101,0.4950495049504950495049504950,-1,-1,run_9738e04db9c9412989d7e1383c10b58c,ema_pullback:e0e315f957f5aa0fb9121921
w10-lb080,lab_width_x_untouched_2d_v1,10,80,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,279,279,0.5555555555555555555555555556,1.125571633604468562342320354,31,31,0.08011206019581073375419869259,-0.0740701671106636299620328386,180,0.5888888888888888888888888889,32,32,99,0.4949494949494949494949494949,-1,-1,run_0650b66d1dbd4de0a7ade04e54fddafd,ema_pullback:815937d669c784ff9b5a04bb
w10-lb085,lab_width_x_untouched_2d_v1,10,85,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,278,278,0.5575539568345323741007194245,1.132698212671054235771995998,32,32,0.08414862652630925557525132558,-0.0740701671106636299620328386,179,0.5921787709497206703910614525,33,33,99,0.4949494949494949494949494949,-1,-1,run_9f42cc660df74fb6bb2a3eaaa6005cb1,ema_pullback:2dbf47e8c063ad2c5cc1ca1a
w10-lb090,lab_width_x_untouched_2d_v1,10,90,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,275,275,0.5563636363636363636363636364,1.138321228386472093557161817,31,31,0.08632895820708842771359618033,-0.0666803794782660316326990705,176,0.5909090909090909090909090909,32,32,99,0.4949494949494949494949494949,-1,-1,run_039c26caa11945c0aea989d2ddb511ea,ema_pullback:e2e69dc7e46173a53421dbf6
w10-lb095,lab_width_x_untouched_2d_v1,10,95,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,273,273,0.5531135531135531135531135531,1.134582187078104151563012823,29,29,0.0838201377344971818391247768,-0.0666803794782660316326990732,175,0.5885714285714285714285714286,31,31,98,0.4897959183673469387755102041,-2,-2,run_acb0f39e35a64bf2a05752d0e24acde2,ema_pullback:657fb5e30927a96266a85a51
w10-lb100,lab_width_x_untouched_2d_v1,10,100,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,269,269,0.5539033457249070631970260223,1.140120689538128599097115363,29,29,0.08665540360642659057035133127,-0.0630332704808016528011254787,172,0.5872093023255813953488372093,30,30,97,0.4948453608247422680412371134,-1,-1,run_1abbf17e508d4d1d839e983a9c90d982,ema_pullback:ba17853464eca1af6c805dce
w10-lb105,lab_width_x_untouched_2d_v1,10,105,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,267,267,0.5580524344569288389513108614,1.158604754279259508417243496,31,31,0.09706913010051544264016553745,-0.0630332704808016528011254793,170,0.5941176470588235294117647059,32,32,97,0.4948453608247422680412371134,-1,-1,run_d88862ba441a4d2581b5d51a04814622,ema_pullback:17e0be266fc3a8b94e370709
w10-lb110,lab_width_x_untouched_2d_v1,10,110,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,265,265,0.5547169811320754716981132075,1.147527321588953794252472459,29,29,0.089851405701488704269871793,-0.0630332704808016528011254815,168,0.5892857142857142857142857143,30,30,97,0.4948453608247422680412371134,-1,-1,run_0e4d2ea932b9402f832ba76b41515264,ema_pullback:d0337f22ef4242571ff2c0df
w10-lb115,lab_width_x_untouched_2d_v1,10,115,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,260,260,0.55,1.132421443540301439583712946,26,26,0.07931900686174419453796387607,-0.0659262978033315978681167169,164,0.5853658536585365853658536585,28,28,96,0.4895833333333333333333333333,-2,-2,run_4f0cd168facd499a9dd095621db8f1ad,ema_pullback:42762749f72a54fd9b396c86
w10-lb120,lab_width_x_untouched_2d_v1,10,120,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,257,257,0.5486381322957198443579766537,1.125283539182279681473818093,25,25,0.07434385875558215973110694316,-0.0711008968106508968641504317,162,0.5864197530864197530864197531,28,28,95,0.4842105263157894736842105263,-3,-3,run_a53473f2801248da98cc55fdf99c3620,ema_pullback:1a3c60b8f8044809fcb926be
w10-lb125,lab_width_x_untouched_2d_v1,10,125,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,251,251,0.5537848605577689243027888446,1.153972463738774245905945623,27,27,0.08953237182987143337972644941,-0.0716804645866696968819592046,160,0.5875,28,28,91,0.4945054945054945054945054945,-1,-1,run_04293e2f84fd4a4d92a5838258dabe67,ema_pullback:a9045b437ec579d29c59c8f6
w10-lb130,lab_width_x_untouched_2d_v1,10,130,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,247,247,0.5546558704453441295546558704,1.152031824509615824157350960,27,27,0.0871939597251206906184844461,-0.0705187051246636661872203676,159,0.5911949685534591194968553459,29,29,88,0.4886363636363636363636363636,-2,-2,run_1433b6741ab545299f7f8099fe5a989e,ema_pullback:bacd653991390e9958e55781
w10-lb135,lab_width_x_untouched_2d_v1,10,135,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,246,246,0.5528455284552845528455284553,1.148959760829918255750548076,26,26,0.08541651582559074956511359014,-0.0705187051246636661872203676,158,0.5886075949367088607594936709,28,28,88,0.4886363636363636363636363636,-2,-2,run_efe78daba97041e995f5bbcab7d7bd02,ema_pullback:1d6ce1d2e9ee767b48457a37
w10-lb140,lab_width_x_untouched_2d_v1,10,140,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,239,239,0.5481171548117154811715481172,1.120088436536154264350668881,23,23,0.06782423627125295285931943271,-0.0718716625195106340301832592,153,0.5816993464052287581699346405,25,25,86,0.4883720930232558139534883721,-2,-2,run_cdb1a594877041e58b27e26cc80e284d,ema_pullback:0d11427bb09f3fafa208afa5
w11-lb060,lab_width_x_untouched_2d_v1,11,60,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,224,224,0.5491071428571428571428571429,1.138996440969339395148052967,22,22,0.06345155759972661044660445064,-0.0439666245028258852630360207,151,0.6026490066225165562913907285,31,31,73,0.4383561643835616438356164384,-9,-9,run_109ee6acc70c4f3795c0592006fbd5ce,ema_pullback:c479126b7a29333c8e9b501c
w11-lb065,lab_width_x_untouched_2d_v1,11,65,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,221,221,0.5429864253393665158371040724,1.107130793749921675182936668,19,19,0.04849831725925743384954230888,-0.0466234686611361655330237628,149,0.5973154362416107382550335570,29,29,72,0.4305555555555555555555555556,-10,-10,run_817e3f015dda477cb8a79fb8f6c5e176,ema_pullback:370350ef800c349c80e2d255
w11-lb070,lab_width_x_untouched_2d_v1,11,70,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,219,219,0.5433789954337899543378995434,1.110738466039563308536677694,19,19,0.04986965054072753355688877528,-0.0440789549324009795838986648,147,0.5986394557823129251700680272,29,29,72,0.4305555555555555555555555556,-10,-10,run_b0b9baa0c7a04363b9f81d04a20afa60,ema_pullback:0c93c718a68488a916ed689f
w11-lb075,lab_width_x_untouched_2d_v1,11,75,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,213,213,0.5492957746478873239436619718,1.121143483230248436426729433,21,21,0.05325462605784718305500865714,-0.0487060191577429683866881358,141,0.6099290780141843971631205674,31,31,72,0.4305555555555555555555555556,-10,-10,run_2f82e0e1ee454f68ae66ddb997bb017c,ema_pullback:538560773d0026b9917eec12
w11-lb080,lab_width_x_untouched_2d_v1,11,80,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,209,209,0.5502392344497607655502392344,1.124504389941634278187375840,21,21,0.05422338775420241264446148352,-0.0495094896595093886911741032,139,0.6115107913669064748201438849,31,31,70,0.4285714285714285714285714286,-10,-10,run_154de6204e5a4630878a9c59c0db9524,ema_pullback:63a2b31ed3d46a48b09851bd
w11-lb085,lab_width_x_untouched_2d_v1,11,85,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,209,209,0.5502392344497607655502392344,1.124504389941634278187375840,21,21,0.05422338775420241264446148352,-0.0495094896595093886911741032,139,0.6115107913669064748201438849,31,31,70,0.4285714285714285714285714286,-10,-10,run_8c3f96f9f1ae4dadbc5b30141219809e,ema_pullback:cf76acd5182a224dad71f8ec
w11-lb090,lab_width_x_untouched_2d_v1,11,90,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,208,208,0.5480769230769230769230769231,1.119661155350712174966805892,20,20,0.05202386986499296479632178593,-0.0495094896595093886911741074,138,0.6086956521739130434782608696,30,30,70,0.4285714285714285714285714286,-10,-10,run_81f9d05b52c446f8b5754781366b4538,ema_pullback:ad97aaf08d5312af91a277ca
w11-lb095,lab_width_x_untouched_2d_v1,11,95,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,206,206,0.5436893203883495145631067961,1.114303512636749321498714957,18,18,0.04959427521741216997084569926,-0.0495094896595093886911741021,137,0.6058394160583941605839416058,29,29,69,0.4202898550724637681159420290,-11,-11,run_1740db0818bd49cda5f81f9ff1620476,ema_pullback:4b064148ee37e006c878c74b
w11-lb100,lab_width_x_untouched_2d_v1,11,100,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,203,203,0.5418719211822660098522167488,1.111394130233137791614995041,17,17,0.04824381118149279657811395273,-0.0495094896595093886911741041,134,0.6044776119402985074626865672,28,28,69,0.4202898550724637681159420290,-11,-11,run_3a9072efee3e435788fa5d3fe3958aa6,ema_pullback:9a7c4297c69a28d887db09cd
w11-lb105,lab_width_x_untouched_2d_v1,11,105,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,202,202,0.5445544554455445544554455446,1.125823188866548701734576798,18,18,0.05395923860691147871610670224,-0.0443270507340868524324120246,133,0.6090225563909774436090225564,29,29,69,0.4202898550724637681159420290,-11,-11,run_2e57d1649e984fae8708ceaffd3ea2ca,ema_pullback:074c3b5d2104da1ecee5d32d
w11-lb110,lab_width_x_untouched_2d_v1,11,110,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,200,200,0.54,1.110170311546805899566964392,16,16,0.04702513837261196401916421665,-0.0481225789803521128007752188,131,0.6030534351145038167938931298,27,27,69,0.4202898550724637681159420290,-11,-11,run_10fbc7f194564a19a5e603d60a8e9a34,ema_pullback:55b064a7f85cf77d3083e12e
w11-lb115,lab_width_x_untouched_2d_v1,11,115,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,197,197,0.5380710659898477157360406091,1.105871778471215692266255208,15,15,0.04459137909822968295628696911,-0.0473062885838379346539583007,128,0.6015625,26,26,69,0.4202898550724637681159420290,-11,-11,run_0b2044636fcb41aa9e464b1d2b1c0346,ema_pullback:fd67dacebe184a543fb10809
w11-lb120,lab_width_x_untouched_2d_v1,11,120,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,197,197,0.5380710659898477157360406091,1.105871778471215692266255208,15,15,0.04459137909822968295628696911,-0.0473062885838379346539583007,128,0.6015625,26,26,69,0.4202898550724637681159420290,-11,-11,run_8ce35aefb13d41b5af6b63f8b0284460,ema_pullback:898f3ef77c6cb99a14925b9c
w11-lb125,lab_width_x_untouched_2d_v1,11,125,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,193,193,0.5492227979274611398963730570,1.157749634204474226068332391,19,19,0.06428643968101832719056235495,-0.0385573619542920638985885125,127,0.6062992125984251968503937008,27,27,66,0.4393939393939393939393939394,-8,-8,run_570f724856304f5895cbaf51bef61b10,ema_pullback:66b4087cfa04246ea85f07a4
w11-lb130,lab_width_x_untouched_2d_v1,11,130,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,191,191,0.5549738219895287958115183246,1.176602547145215522064286500,21,21,0.07107747488927137491365722806,-0.0377208041689188466575784424,126,0.6111111111111111111111111111,28,28,65,0.4461538461538461538461538462,-7,-7,run_108c5f405f284a9ba6349df19ff71ee2,ema_pullback:4d3f662ae2a82ac3dc460c79
w11-lb135,lab_width_x_untouched_2d_v1,11,135,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,191,191,0.5549738219895287958115183246,1.176602547145215522064286500,21,21,0.07107747488927137491365722806,-0.0377208041689188466575784424,126,0.6111111111111111111111111111,28,28,65,0.4461538461538461538461538462,-7,-7,run_c2d23e32d0e74e2f9e50b21384acf38d,ema_pullback:44bb3be4c2c74f3c88e82fd7
w11-lb140,lab_width_x_untouched_2d_v1,11,140,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,186,186,0.5537634408602150537634408602,1.166507906674551095741045701,20,20,0.06665019836056948947341326839,-0.0394002128293952731657855463,123,0.6097560975609756097560975610,27,27,63,0.4444444444444444444444444444,-7,-7,run_af264f956e444a3b80b2aedeadb67ab0,ema_pullback:19f4cf7c9d9a955dbe32f04b
w12-lb060,lab_width_x_untouched_2d_v1,12,60,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,159,159,0.5283018867924528301886792453,1.107870238669084414359379420,9,9,0.03134683873497748930223473454,-0.0314398756543207417988036635,102,0.5882352941176470588235294118,18,18,57,0.4210526315789473684210526316,-9,-9,run_7d582b2488ee402c9194caff8329090c,ema_pullback:9e2f6de1f920e6ddbd33dd5b
w12-lb065,lab_width_x_untouched_2d_v1,12,65,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,158,158,0.5253164556962025316455696203,1.098211864460030390632225256,8,8,0.02848069630322417545786100668,-0.0341315320068009831317534388,101,0.5841584158415841584158415842,17,17,57,0.4210526315789473684210526316,-9,-9,run_75c69bfe21bb4360badf8c0b3aae3a8a,ema_pullback:44e6b137f629bcffd9e0c487
w12-lb070,lab_width_x_untouched_2d_v1,12,70,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,156,156,0.5256410256410256410256410256,1.103730141351104923945259669,8,8,0.02982584849371778475633765839,-0.0341315320068009831317534388,99,0.5858585858585858585858585859,17,17,57,0.4210526315789473684210526316,-9,-9,run_f08dedb8565943da90d4647078ab1fb3,ema_pullback:4b464fbb379fa2eba40609f7
w12-lb075,lab_width_x_untouched_2d_v1,12,75,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,152,152,0.5263157894736842105263157895,1.104029661028284138532938994,8,8,0.02918876335487987698749974212,-0.0377328356197831567769923838,95,0.5894736842105263157894736842,17,17,57,0.4210526315789473684210526316,-9,-9,run_9dc7e71d9e1d4e15ba1c74153830f7a4,ema_pullback:c5b8f2487aae2fa8c2e757e5
w12-lb080,lab_width_x_untouched_2d_v1,12,80,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,148,148,0.5270270270270270270270270270,1.109041103003566713076085335,8,8,0.0301353897713136318294049391,-0.0377328356197831567769923894,93,0.5913978494623655913978494624,17,17,55,0.4181818181818181818181818182,-9,-9,run_9819b00fc0eb48628d8fdeeb473f49d1,ema_pullback:c4db10fe5519ef88fb8fb11b
w12-lb085,lab_width_x_untouched_2d_v1,12,85,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,148,148,0.5270270270270270270270270270,1.109041103003566713076085335,8,8,0.0301353897713136318294049391,-0.0377328356197831567769923894,93,0.5913978494623655913978494624,17,17,55,0.4181818181818181818181818182,-9,-9,run_7d56904cae4546e98e5e7e939a3bad72,ema_pullback:5721ffdbcba8b9e9364cd43d
w12-lb090,lab_width_x_untouched_2d_v1,12,90,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,148,148,0.5270270270270270270270270270,1.109041103003566713076085335,8,8,0.0301353897713136318294049391,-0.0377328356197831567769923894,93,0.5913978494623655913978494624,17,17,55,0.4181818181818181818181818182,-9,-9,run_f8f2df1f0349418287df1fed51fda0f2,ema_pullback:a19f7d3e0caa66357415c736
w12-lb095,lab_width_x_untouched_2d_v1,12,95,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,146,146,0.5205479452054794520547945205,1.100646036636127282436841409,6,6,0.0277563454349972636652168044,-0.0377328356197831567769923848,92,0.5869565217391304347826086957,16,16,54,0.4074074074074074074074074074,-10,-10,run_27f8e9cf846a4b198d87803866cda743,ema_pullback:92a4d9e5cf9c089b224ffa0e
w12-lb100,lab_width_x_untouched_2d_v1,12,100,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,144,144,0.5208333333333333333333333333,1.098709385482870871322198292,6,6,0.02712961062395192510007585298,-0.0377328356197831567769923880,90,0.5888888888888888888888888889,16,16,54,0.4074074074074074074074074074,-10,-10,run_6e3419739d0943f2843b846f3fb505cc,ema_pullback:922180652882ad915da93fef
w12-lb105,lab_width_x_untouched_2d_v1,12,105,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,144,144,0.5208333333333333333333333333,1.098709385482870871322198292,6,6,0.02712961062395192510007585298,-0.0377328356197831567769923880,90,0.5888888888888888888888888889,16,16,54,0.4074074074074074074074074074,-10,-10,run_0e55931dd5304945a89b562cafb8f9f6,ema_pullback:e6bbeed095f428234686e3b5
w12-lb110,lab_width_x_untouched_2d_v1,12,110,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,143,143,0.5174825174825174825174825175,1.084072516752327623795886448,5,5,0.02305028677922740297568112974,-0.0415545532959653299297838960,89,0.5842696629213483146067415730,15,15,54,0.4074074074074074074074074074,-10,-10,run_587d172146f34f3c873b4b298f5563fb,ema_pullback:cdaa5eb8b2b51a0008a24fa7
w12-lb115,lab_width_x_untouched_2d_v1,12,115,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,141,141,0.5177304964539007092198581560,1.091993705761925247770780419,5,5,0.02481853844521310378735300683,-0.0398979653649592094632382155,87,0.5862068965517241379310344828,15,15,54,0.4074074074074074074074074074,-10,-10,run_8befdd8aa16c4d8688c03e79ea720bfb,ema_pullback:1f35b3433648c794c3d59366
w12-lb120,lab_width_x_untouched_2d_v1,12,120,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,141,141,0.5177304964539007092198581560,1.091993705761925247770780419,5,5,0.02481853844521310378735300683,-0.0398979653649592094632382155,87,0.5862068965517241379310344828,15,15,54,0.4074074074074074074074074074,-10,-10,run_c42958e076e342d2ad937cb122202db6,ema_pullback:60da47e4a9ae1596f289c43f
w12-lb125,lab_width_x_untouched_2d_v1,12,125,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,139,139,0.5251798561151079136690647482,1.130645662432989939472960390,7,7,0.03422981312249391995489762668,-0.0330570085946937242516393037,87,0.5862068965517241379310344828,15,15,52,0.4230769230769230769230769231,-8,-8,run_9bac4eb8b192452996ed3357c1df55fa,ema_pullback:e07f71f2659e612fcd1c6021
w12-lb130,lab_width_x_untouched_2d_v1,12,130,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,138,138,0.5289855072463768115942028986,1.136209173876583380592940703,8,8,0.03552411559642474353383002746,-0.0330570085946937242516393037,87,0.5862068965517241379310344828,15,15,51,0.4313725490196078431372549020,-7,-7,run_3083992014fc47ad91826226f992eb3e,ema_pullback:0f7e04629d21d7c48f91018b
w12-lb135,lab_width_x_untouched_2d_v1,12,135,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,138,138,0.5289855072463768115942028986,1.136209173876583380592940703,8,8,0.03552411559642474353383002746,-0.0330570085946937242516393037,87,0.5862068965517241379310344828,15,15,51,0.4313725490196078431372549020,-7,-7,run_346bc7feae9545358c5de85cc639b743,ema_pullback:1bb0a3784b1ff02ea48346d4
w12-lb140,lab_width_x_untouched_2d_v1,12,140,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,135,135,0.5333333333333333333333333333,1.133629002444029085226096470,9,9,0.03466718722347722156820229418,-0.0330570085946937242516393031,85,0.5882352941176470588235294118,15,15,50,0.44,-6,-6,run_a4d6cc549ed44e8bbc372e4bc705967c,ema_pullback:0626bb34e7de770030535eb4
w13-lb060,lab_width_x_untouched_2d_v1,13,60,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,123,123,0.5203252032520325203252032520,1.165525555520798594441481870,5,5,0.03269637614401817655307689798,-0.0193099414336600451936686910,77,0.5714285714285714285714285714,11,11,46,0.4347826086956521739130434783,-6,-6,run_43c6f5b21ee34597a5a3e923d45311f8,ema_pullback:a0d276b68696c2455fce117d
w13-lb065,lab_width_x_untouched_2d_v1,13,65,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,122,122,0.5163934426229508196721311475,1.151298801029746324813300879,4,4,0.02982648330911626307140177468,-0.0193099414336600451936686886,76,0.5657894736842105263157894737,10,10,46,0.4347826086956521739130434783,-6,-6,run_4da10662bdbc4091afadd10f671e9c5e,ema_pullback:15698be15b66f887326c7d5c
w13-lb070,lab_width_x_untouched_2d_v1,13,70,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,121,121,0.5123966942148760330578512397,1.144218030851597556341690204,3,3,0.02842857182967057894774872475,-0.0193099414336600451936686886,75,0.56,9,9,46,0.4347826086956521739130434783,-6,-6,run_d7d195859154433bb8bea4caade0f8c5,ema_pullback:f0d70344992f76d5109b2cf9
w13-lb075,lab_width_x_untouched_2d_v1,13,75,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,119,119,0.5126050420168067226890756303,1.136981607902733997511516448,3,3,0.0266739336058365423773290469,-0.0193099414336600451936686892,73,0.5616438356164383561643835616,9,9,46,0.4347826086956521739130434783,-6,-6,run_00e81c9ffdf74c8db12d6b5518db78dc,ema_pullback:9929aeec6ffe8faf4407a99c
w13-lb080,lab_width_x_untouched_2d_v1,13,80,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,115,115,0.5130434782608695652173913043,1.145099601380763769034624356,3,3,0.02761824693417796539260579736,-0.0193099414336600451936686888,71,0.5633802816901408450704225352,9,9,44,0.4318181818181818181818181818,-6,-6,run_dcfdb91eb85f4c4d9803345498c3bb8f,ema_pullback:8cb79b99c48de7e6656ae0b3
w13-lb085,lab_width_x_untouched_2d_v1,13,85,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,115,115,0.5130434782608695652173913043,1.145099601380763769034624356,3,3,0.02761824693417796539260579736,-0.0193099414336600451936686888,71,0.5633802816901408450704225352,9,9,44,0.4318181818181818181818181818,-6,-6,run_4bc736db7b6c443081bd08b8365ca5da,ema_pullback:612ba86dd156740fdfc1dfb5
w13-lb090,lab_width_x_untouched_2d_v1,13,90,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,115,115,0.5130434782608695652173913043,1.145099601380763769034624356,3,3,0.02761824693417796539260579736,-0.0193099414336600451936686888,71,0.5633802816901408450704225352,9,9,44,0.4318181818181818181818181818,-6,-6,run_8ed7e5718a474b48b7e75d340284b9f3,ema_pullback:9f6806241b5f1c999fbec091
w13-lb095,lab_width_x_untouched_2d_v1,13,95,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,114,114,0.5087719298245614035087719298,1.138930184714578893412006142,2,2,0.02641594879970132429178034279,-0.0193099414336600451936686878,70,0.5571428571428571428571428571,8,8,44,0.4318181818181818181818181818,-6,-6,run_2269b4f00a79474e9349ff44c05ad17d,ema_pullback:4338bded88c1c4695240c42e
w13-lb100,lab_width_x_untouched_2d_v1,13,100,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,112,112,0.5089285714285714285714285714,1.136371325744615666457568434,2,2,0.02579003137425100479475835267,-0.0193099414336600451936686887,68,0.5588235294117647058823529412,8,8,44,0.4318181818181818181818181818,-6,-6,run_1a0e1f415fcd4b8f9f38413a7fcde9e8,ema_pullback:eb3f7aaac1768cc0e41bd41e
w13-lb105,lab_width_x_untouched_2d_v1,13,105,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,112,112,0.5089285714285714285714285714,1.136371325744615666457568434,2,2,0.02579003137425100479475835267,-0.0193099414336600451936686887,68,0.5588235294117647058823529412,8,8,44,0.4318181818181818181818181818,-6,-6,run_55006d3b092f4402a44adebca3f07cb4,ema_pullback:94ae570fa01e276f8c363a71
